  1  1   0.05
  2  1   0.01
  2  2  -0.02
  3  1   0.09
  3  2   0.10
  3  3   0.11
  4  1   0.13
  4  2   0.18
  4  3   0.14
  4  4   0.12
  5  1   0.28
  5  2   0.26
  5  3   0.37
  5  4   0.43
  5  5   0.26
  6  1  -0.04
  6  2  -0.15
  6  3  -0.04
  6  4   0.01
  6  5   0.17
  6  6  -0.31
  7  1   1.01
  7  2   0.77
  7  3   0.79
  7  4   0.70
  7  5   0.80
  7  6   0.68
  7  7   1.07
  8  1   0.99
  8  2   0.77
  8  3   0.69
  8  4   0.64
  8  5   0.68
  8  6   0.68
  8  7   1.27
  8  8   1.25
  9  1   0.58
  9  2   0.64
  9  3   0.79
  9  4   0.75
  9  5   0.90
  9  6   0.42
  9  7   0.02
  9  8   0.12
  9  9   0.68
 10  1   0.36
 10  2   0.10
 10  3   0.14
 10  4   0.12
 10  5   0.36
 10  6   0.02
 10  7   0.84
 10  8   1.01
 10  9  -0.43
 10 10  -0.01
 11  1   0.49
 11  2   0.39
 11  3   0.45
 11  4   0.43
 11  5   0.77
 11  6   0.28
 11  7   0.86
 11  8   0.96
 11  9   0.65
 11 10   0.46
 11 11   0.32
 12  1   0.45
 12  2   0.15
 12  3   0.13
 12  4   0.03
 12  5   0.25
 12  6   0.02
 12  7   1.21
 12  8   1.28
 12  9  -0.36
 12 10  -0.05
 12 11   0.46
 12 12  -0.07
 13  1   0.35
 13  2   0.26
 13  3   0.35
 13  4   0.37
 13  5   0.67
 13  6   0.14
 13  7   0.73
 13  8   0.74
 13  9   0.36
 13 10   0.33
 13 11   0.50
 13 12   0.31
 13 13   0.32
 14  1  -0.03
 14  2  -0.27
 14  3  -0.13
 14  4  -0.20
 14  5  -0.02
 14  6  -0.33
 14  7   0.84
 14  8   0.84
 14  9  -0.16
 14 10  -0.14
 14 11   0.36
 14 12  -0.32
 14 13  -0.00
 14 14  -0.75
 15  1   0.02
 15  2  -0.14
 15  3   0.00
 15  4   0.03
 15  5   0.23
 15  6  -0.38
 15  7   0.40
 15  8   0.31
 15  9   0.13
 15 10  -0.04
 15 11   0.10
 15 12  -0.27
 15 13   0.13
 15 14  -0.50
 15 15  -0.25
 16  1  -0.15
 16  2  -0.34
 16  3  -0.23
 16  4  -0.20
 16  5  -0.00
 16  6  -0.55
 16  7   0.62
 16  8   0.47
 16  9   0.25
 16 10  -0.09
 16 11   0.17
 16 12  -0.25
 16 13   0.02
 16 14  -0.40
 16 15  -0.50
 16 16  -0.89
 17  1  -0.74
 17  2  -0.98
 17  3  -0.83
 17  4  -0.76
 17  5  -0.47
 17  6  -1.14
 17  7   0.46
 17  8   0.11
 17  9  -0.01
 17 10  -0.34
 17 11  -0.17
 17 12  -0.57
 17 13  -0.50
 17 14  -0.96
 17 15  -1.06
 17 16  -1.45
 17 17  -2.33
 18  1  -1.71
 18  2  -1.57
 18  3  -1.63
 18  4  -1.45
 18  5  -1.15
 18  6  -1.63
 18  7   0.06
 18  8  -0.01
 18  9  -0.25
 18 10  -0.34
 18 11  -0.08
 18 12  -0.72
 18 13  -1.10
 18 14  -1.44
 18 15  -1.86
 18 16  -1.44
 18 17  -2.32
 18 18  -5.62
